Word,V.Mean.Sum,V.SD.Sum,A.Mean.Sum,A.SD.Sum,D.Mean.Sum,D.SD.Sum
piracy,5.65,2.23,5.64,2.44,4.38,2.73
piranha,3.5,1.5,5.38,2.82,4.16,2.98
pirate,4.19,2.32,5.26,2.56,3.81,2.5
piss,2.73,1.61,4.74,2.99,5.63,2.52
pisser,4.1,2.22,6.05,2.16,4.85,2.56
pistachio,6.09,2.22,4.68,2.54,5.48,1.81
pistol,3.92,2.25,5.79,2.41,4.53,2.65
piston,4.57,2.09,4.85,2.06,5.55,2.48
pit,3.85,1.69,3.5,2.53,4.04,2.18
pita,5.95,2.27,4,2.16,6.05,2.15
pitch,5.52,1.25,3.42,2.65,5.75,1.71
pitcher,5.7,1.3,4.09,2.11,6.08,2.12
pitchfork,3.53,1.31,4.35,2.32,4.6,2.44
pithy,4.67,1.49,3.32,2.01,5.4,1.82
pitiful,2.89,1.24,4.47,2.5,3.45,1.84
pituitary,4.79,1.47,4.4,2.39,4.91,1.76
pity,3.18,1.59,4.07,2.63,4.52,2.31
pivot,4.95,1.22,3.29,1.71,5.87,2.03
pivotal,5.19,1.25,3.41,2.61,5.52,1.74
pixie,6.5,1.92,3.86,2.46,4.86,1.78
pizza,7.89,1.29,4.58,2.72,5.47,2.48
pizzazz,6.79,1.62,5.95,2.04,5.42,1.8
pizzeria,6.52,2.11,5.41,2.22,5.86,2.2
place,5.86,1.36,3.52,2.32,6.53,1.91
placebo,4.6,1.47,3.32,1.86,4.58,2.12
placement,4.96,1.15,3.48,2.2,6.2,1.96
placenta,5.05,2.18,4.35,2.96,4.64,2.27
placid,4.84,2.29,3.45,2.44,5.68,1.67
plague,2.42,1.57,6.67,2.63,2.96,1.85
plaid,5.71,1.55,3.72,2.25,5.64,2.44
plain,5.08,1.75,2.68,1.97,5.56,2.12
plainclothes,4.94,1.76,3,2.45,4.32,1.97
plaintiff,4,1.57,3.86,2.52,4.25,1.92
plan,6.14,1.46,3.86,2.26,6.28,1.93
plane,5.72,1.85,4.91,2.18,5.07,2.35
planet,6.27,1.58,4.35,2.6,6.11,2.51
planetarium,6.9,1.68,3.72,2.47,4.71,1.9
planetary,6.67,1.96,4.65,2.28,4.81,2.33
plank,4.76,1.67,4.3,2.47,6.05,2.13
plankton,5.36,1.36,3.6,2.44,4.41,2.13
planner,6.32,1.34,4,2.41,5.83,2.33
plant,7.05,1.32,3.94,2.41,6.45,1.96
plantation,4.57,2.01,3.6,2.11,5.76,2.19
planter,5.85,1.04,2.67,2.06,6.86,1.35
plaque,3.38,2.13,4.52,2.15,5.32,2.42
plasma,6.05,1.7,5.3,2.7,5.19,1.98
plaster,5.24,1.64,3.9,2.69,4.89,2.09
plastic,4.48,1.29,3.36,1.78,5.24,2
plate,4.8,1.36,3.18,2.02,5.79,1.55
plateau,5.84,1.5,3.68,2.25,5.63,1.57
platform,5,1.21,4.18,2.34,6.42,1.89
plating,5.14,1.32,3.29,2.22,6.33,2.03
platinum,6.2,1.79,4.78,2.82,5.75,2.33
platonic,4.63,1.74,3,1.77,5.52,1.95
platoon,4.65,1.66,4.28,2.82,4.54,2.38
platter,5.3,0.98,3.4,2.58,5.36,1.56
plausible,5.38,1.47,3.09,2.52,5.5,2.06
play,7.55,1.34,3.81,2.56,6.29,1.96
playa,4.64,2.32,3.76,2.28,5,2.23
playback,5.76,1.09,3.36,1.79,6.14,1.82
playbook,6.14,1.42,4.53,1.71,6.43,1.8
playboy,4.15,2.21,5.24,2.83,4.28,2.67
player,5.55,2.02,5.95,2.54,5.68,2.6
playful,7.63,1.21,5.89,2.49,6.81,2.04
playground,7.14,1.42,4.67,2.42,6.32,1.77
playhouse,6.29,1.81,3.57,2.71,5.7,2.09
playmate,7.3,1.53,4.38,2.25,5.58,1.89
playoff,5.14,1.83,5.36,2.32,6.36,1.92
playpen,5.95,1.69,2.65,1.73,4.5,2.7
playroom,6.05,2.38,4.29,2.22,6.38,2.09
plaything,6.21,1.62,5.1,2.66,5.3,2.24
playtime,6.63,2.54,5.1,2.43,6.96,1.55
playwright,6.1,1.37,3.59,2.32,6.42,1.8
plaza,6.33,1.37,3.9,2.36,4.96,2.33
plea,4.35,1.6,4.64,2.61,4.93,2.48
plead,3.26,1.85,4.32,2.5,3.42,1.32
pleasant,7.24,1.51,2.91,2.52,6.7,2
pleased,7.82,1.18,4.25,3.01,6.84,2.57
pleasing,7.65,1.09,5.2,2.8,6.15,2.09
pleasurable,7.75,1.12,6.33,2.67,6.76,2.35
pleasure,7.8,1.94,6.8,2.93,7.18,1.33
pledge,5.09,2.02,3.95,2.22,6,1.95
pliers,4.48,1.36,3.55,1.99,5.76,2.43
plight,4.21,2.3,3.85,2.03,4.8,2.5
plop,5.5,1.99,3.77,2.02,5.24,1.58
plot,4.9,1.73,4.52,1.83,5.29,2.26
plow,5.09,1.27,4.04,2.25,6.26,1.88
ploy,3.9,1.22,3,2.3,4.84,2.61
pluck,3.9,1.7,4.16,1.95,5.73,2.31
plucky,5.16,1.95,4.7,2.05,5.11,1.59
plug,4.42,1.79,3.35,2.06,5.67,2.14
plum,6.15,1.79,2.76,1.95,5.26,2.33
plumber,5.4,1.35,3.18,2.22,5.59,2.27
plumbing,4.45,2.04,3.36,2.01,5.5,2.04
plume,5.19,2.04,3,2.13,4.77,2.52
plummet,3.95,1.83,5.04,2.5,3.31,1.69
plump,4.95,1.51,4.43,2.09,5.22,1.73
plunder,4,2.22,5.05,2.39,4.46,2.48
plunge,4.62,1.47,4.6,2.66,3.89,2.02
plunger,4.25,1.8,3.15,1.95,5.2,2.06
plural,4.81,1.21,3.4,2.45,5.78,2.3
plush,6.32,2.16,3.05,2.17,5.62,2.2
plutonium,4.05,2.27,4.45,2.72,4.15,2.7
plywood,4.74,1.19,2.67,1.8,5.05,2.19
pneumatic,4.5,1.41,3.9,2.59,4.67,2.42
pneumonia,2.65,1.63,4.62,2.33,2.91,2.4
poacher,3.1,1.77,4.86,2.49,4.67,2.7
pocket,5.67,1.15,4.5,2.4,6.37,2.52
pocketbook,5.6,1.53,3.42,2.08,6.42,2.02
pocketful,6.25,1.52,2.72,1.6,6.36,1.73
pod,5,1.62,3.32,1.78,5.11,1.56
podium,5.05,1.27,3.52,2.09,4.61,2.31
poem,6.62,2.18,4.15,2.66,6.31,1.98
poet,6.85,1.46,2.91,2.04,5.84,2.39
poetic,6.83,1.4,4.4,2.58,6.32,1.41
poetry,6.15,2.13,3.59,2.45,5.83,2.05
pogo,5.4,1.47,3.94,2.39,4.95,2.28
poignant,5.1,1.33,4.09,2.45,6.44,1.85
point,5.45,1.01,3.86,2.29,6.27,1.58
pointer,4.57,1.29,3.73,2.16,6.12,2.03
pointless,3.22,1.44,4.26,2.7,3.75,1.97
pointy,4.26,1.66,4.55,2.44,5.04,2.46
poise,5.5,1.65,3.77,2.16,6.2,2.31
poison,2.16,1.46,6.01,2.31,3.38,2.37
poisoning,2.27,1.49,6.35,1.9,3.74,2.62
poisonous,2.52,1.66,5.67,2.94,4,2.38
poke,4.14,1.28,5.41,2.7,6.74,1.66
poker,5.79,1.58,5.05,2.59,5.67,2.32
polar,5.19,1.57,3.95,1.83,4.1,1.79
pole,5.6,1.39,3.05,2.04,4.59,1.53
police,4.59,2.4,5.95,2.46,3.44,2.12
police officer,4.67,1.85,5.48,2.5,4.05,2.54
policeman,4.21,1.32,4.06,2.48,5.76,2.28
policewoman,5.05,2.57,3.92,2.52,5.12,2.23
policy,3.77,1.34,3.3,2.03,6.11,2.38
polio,2.67,1.8,5,2.61,3.44,2.36
polish,6,1.89,3.36,2.38,6.38,1.88
polite,6.57,1.93,2.95,1.86,7.4,1.7
politeness,7.33,1.3,3.04,2.34,7.05,1.85
political,4.35,1.46,4,2.97,4.08,2.7
politician,3.25,1.33,4.7,2.79,4.1,2.36
politics,4,2.15,3.44,2.62,3.42,2.65
polka,4.79,2.3,4.17,2.41,5.04,2.5
poll,4.63,1.61,4.14,2.13,5.4,2.14
pollen,3.81,2.06,3.44,2.29,3.53,2.59
polling,4.55,2.18,3.25,2.02,5.91,1.57
pollute,1.88,1.17,4.91,2.69,4.47,2.44
pollution,2,1.55,5.19,2.4,4.16,2.25
polo,5.21,2.04,3.95,2.09,4.6,2.19
poltergeist,4.4,1.93,5.55,2.09,4.05,2.76
polyester,4.29,1.62,3.85,2.09,5,2.13
polygraph,3.95,1.73,4.31,2.33,4.87,2.3
polymer,5.35,0.86,3,2.13,5.08,1.63
pomp,5.32,1.06,3.57,1.86,4.87,2.22
pompous,3.26,1.33,4.76,2.12,3.9,1.94
poncho,5.48,1.47,3.74,2,5.71,2.41
pond,6.32,2.06,2.32,1.76,5.95,1.86
ponder,5.65,1.6,3.95,1.99,5.62,2.48
pong,5.05,1.99,4,2.34,5.6,2.09
pony,6.71,1.59,4.29,2.93,5.9,1.97
ponytail,7.05,1.32,3.53,2.41,5.52,2.96
pooch,6.1,2.02,4.08,2.39,4.81,2.53
poodle,6.1,2.2,3.6,1.85,6.38,1.96
poof,5.7,1.53,3.8,2.33,4.73,1.96
pool,6.78,1.7,3.65,2.66,6.39,2.09
poop,2.6,1.73,5.14,2.15,4.48,3.01
poor,3.67,1.53,4.67,2.33,4,2.56
pop,6.05,1.73,4.45,2.24,5.68,1.89
popcorn,7.26,1.33,5.23,2.86,5.39,1.88
pope,5.18,2.06,4.21,2.23,4.24,2.34
Pope,3.7,2.34,3.59,2.15,3.84,2.41
popper,5.05,1.84,4.23,2.2,4.91,1.95
poppycock,5.68,1.57,5.19,2.11,4.6,2.16
popsicle,6.85,1.18,3.95,2.54,6.12,2.62
popular,5.71,1.79,4.74,2.38,5.19,2.5
popularity,5.81,1.97,4.32,2.39,5.89,2.45
population,4.81,1.4,3.96,2.27,4.24,2.23
porcelain,6.14,1.49,3.14,2.27,5.24,1.89
porch,6.4,1.6,3.36,2.11,6.11,2.44
porcupine,6.38,1.63,4.95,2.26,4.89,2.45
pore,4.71,1.62,3.12,2.13,4.89,2.02
pork,5,2.54,3.8,2.88,5.85,1.79
porker,3.63,1.83,3.62,2.52,4.52,2.31
porky,3.7,1.89,4.29,2.08,4.3,2.4
porn,4.32,2.89,7.24,2.1,3.82,2.34
porno,5.53,3.12,5.82,2.28,5.52,2.27
pornographic,4.77,2.09,6.09,2.97,6.21,1.87
pornography,3.85,2.23,6,2.22,4.14,2.49
porridge,5,1.23,3.33,2.44,4.52,2.27
port,5.55,1.19,3.38,1.75,5.92,2.2
portable,5.91,1.6,3.38,1.72,6.86,2.01
portal,5.37,1.74,3.59,2.2,5.23,2.18
porterhouse,5.74,1.76,4.43,2.56,5.57,1.67
portfolio,5.95,1.93,3.36,2.65,5.32,2.02
porthole,4.86,1.96,3.25,2.38,5.45,2.58
portion,5.16,1.57,3.91,2.33,5.05,2.07
portrait,6.05,1.86,3.2,2.21,7,2.13
portray,5.35,1.81,3.09,1.86,6.11,2.08
pose,5.63,1.98,3.11,2.18,6.3,2.47
posh,5.58,2.04,3.95,2.17,5.45,2.06
position,5.56,1.65,3.35,2.83,4.72,1.81
positioning,4.84,1.17,3.88,2.15,5.94,2.19
positive,7.57,1.75,5.5,3.12,7.26,1.82
posse,4.52,1.63,4.41,2.04,5.77,1.77
possess,4.67,1.62,3.95,2.21,5.59,2.65
possession,5.14,1.88,4.04,2.56,5.47,2.61
possessive,3.26,1.45,4.86,1.93,5.26,2.67
possibility,6.55,1.32,4.85,2.62,5.77,1.69
possible,7.14,0.99,3.71,2.1,6,1.77
possum,3.74,1.88,4,2.45,4.57,2.11
post,5.05,1.65,3.58,2.09,6.32,2.43
postage,5.09,1.69,2.57,1.5,4.36,1.84
postal,5.21,1.81,3.41,2.24,4.83,2.15
postcard,5.68,1.59,4.23,2.57,6.08,2.21
poster,5.35,0.59,3.14,1.98,5.95,1.5
posterior,5.33,1.33,2.9,1.97,5.12,1.48
posterity,5.89,1.49,3.85,2.28,5.62,1.76
postman,5.83,1.82,3.2,2.44,4.79,2.15
postmortem,3.19,1.97,4.71,2.61,3.32,2.04
postpone,4.32,1.11,2.94,1.76,4.76,1.99
postponement,4,1.38,4.36,1.89,5.37,2.36
posture,4.89,1.33,3.56,2.18,5.71,2.34
pot,5.81,2.09,4,2,6,1.98
potassium,6.1,1.25,2.43,1.8,5.16,2.37
potato,6.4,2.21,2.38,1.69,5.46,2.11
potatoes,6.11,1.29,2.95,1.96,5.95,2.38
potency,5.84,2.01,4.45,2.39,6.37,2.5
potent,4.9,1.59,5.05,2.27,5.91,2.15
potential,6.86,1.85,4.09,2.5,6.47,2.4
pothead,3.71,2.69,4.16,2.54,3.84,2.34
pothole,3.54,2.06,4.79,3.03,4.33,2.41
potion,5.65,1.57,5.12,2.89,4.96,2.38
potluck,6.59,1.89,4.95,2.09,5.29,2.33
potpourri,5.5,1.91,2.94,2.24,5.46,2.23
potted,5.74,1.48,2.8,1.94,4.9,2.05
pottery,5.79,1.62,2.75,2.07,6,2.15
potty,4.29,2.15,2.83,1.92,5.39,2.91
pouch,5.33,1.53,2.44,1.71,4.68,2.11
poultry,5.67,1.74,3.95,1.96,5.67,2.52
pounce,4.67,1.98,6.22,1.81,5.52,2.42
pound,4.62,2.06,4.26,2.4,6.11,2.58
pounding,4.1,1.76,4.71,2.68,4,2.65
pour,5.16,1.07,3.28,1.9,5.35,2.42
pout,3.33,1.62,4.14,1.85,5.52,2.33
pouty,3.71,2,3.74,2.22,5.33,3.01
poverty,2,1.11,5.3,2.53,3.16,2.21
powder,5.26,1.57,2.77,1.77,6.05,2.35
powdered,5.32,1.57,3.18,2.11,5.23,1.93
power,5.97,1.81,5.41,2.63,6.17,2.89
powerful,6.46,1.64,5.41,2.18,6.95,2.04
powerhouse,5.3,1.89,6.12,2.18,5.96,2.42
powerless,2.9,1.92,3.95,2.89,3.04,2.67
powwow,5.74,1.19,4.76,2.12,5.39,2.19
pox,2.62,1.56,4.4,2.04,3.36,2.24
practical,5.63,2.19,3.5,2.35,6.04,2.24
practice,5.72,1.78,2.5,1.82,6.11,2.05
practitioner,5.05,1.7,4.86,2.48,5.3,2.62
pragmatic,4.58,1.71,3.38,2.33,5.45,1.9
prairie,5.33,2.03,2.41,1.89,5.38,1.71
praise,7.65,1.31,5.45,2.04,6.57,1.8
prance,6,1.45,5.05,2.24,6.1,2.3
prank,4.79,2.1,5.36,2.75,4.74,2.42
prawn,4.82,1.55,2.79,1.87,4.76,1.61
pray,6.57,2.77,3.25,2.27,6.58,2.67
prayer,5.67,2.65,4.04,2.62,6.37,2.5
praying mantis,5.4,1.96,3.24,2.21,4.36,2.5
preach,4.15,1.76,3.71,1.82,5.68,2.5
preacher,5.09,2.39,4.55,2.42,4.85,2.25
precarious,4.5,1.43,3.7,2.27,3.94,1.64
precaution,4.57,1.5,4,2.05,6.12,2.49
precautionary,5.68,2.29,4.32,2.12,5,2.31
precedence,5.38,1.4,3.8,2.22,6.11,2.13
precedent,5.25,1.65,3.59,1.77,4.86,2.17
precinct,4.85,1.31,3.95,2.4,4.88,2.07
precious,6.84,2.52,3.64,2.52,5.75,2.08
precipice,4.58,1.95,4.14,2.2,3.79,1.93
precise,6.1,1.83,5.25,2.15,6.17,2.23
precision,6.38,1.24,3.91,2.02,6.77,1.54
precocious,5.8,1.58,3.5,2.04,4.81,2.18
predator,3.24,2.43,4.72,2.15,3.86,2.51
predatory,3.16,2.36,5.26,2.45,4.32,2.38
predecessor,5.11,1.41,3.6,2.41,4.6,2.5
predicament,4.11,2.05,5.3,2.46,3.95,1.65
predict,6.29,1.52,4.68,2.24,5.23,2.46
predictable,5.25,1.29,2.86,1.71,6.64,2.27
prediction,5.62,1.75,5.6,2.11,5.5,2.18
preemptive,4.26,1.79,3.77,2,5.39,2.02
preface,5.52,1.17,2.9,2.07,4.77,1.85
prefect,6.45,1.85,4.33,2.87,6.04,2.52
prefer,5.62,2.16,4.65,2.6,6.89,2.08
preferable,6.26,1.37,4.24,2.12,6.26,1.89
preference,6.16,1.5,4.23,1.97,7.27,1.64
preferential,5.15,1.46,3.68,1.86,5.38,1.96
prefix,5.24,1.51,3.7,2.42,4.85,1.67
pregnancy,4.79,2.07,5,2.95,4.56,2.71
pregnant,7.17,2.33,5.7,2.85,4.06,2.21
prehistoric,5.68,1.29,4.55,2.28,4.5,2.41
prejudice,2.71,1.95,5.35,2.08,3.81,2.4
prejudiced,2.7,1.26,4.89,3.14,3.79,2.7
prejudicial,3.16,1.68,5.1,2.28,4.3,2.58
prelim,5.2,1.01,3.62,2.01,5.14,1.28
preliminary,4.73,1.16,3.73,2.41,5.37,2.19
prelude,6.05,1.31,3.9,1.92,5.57,2.13
premarital,5.73,1.67,4.76,2.36,5.86,2.39
premature,4.1,1.37,4.62,2.54,4.4,2.47
premed,4.6,1.64,4.22,2.6,5.71,1.76
premier,5.37,1.71,4.62,2.5,5.48,1.9
premiere,6.47,1.07,5.3,2.03,5.45,2.24
premise,5.43,1.12,4.25,2.17,4.86,2.03
premises,5.05,1.07,4,2.41,5.63,1.57
premium,6.9,2.05,5.5,2.37,5.86,2.24
premonition,5.11,2.05,4.64,2.15,5.3,2.01
prenatal,5.9,1.77,3.55,2.24,4.18,2.11
prenuptial,4.84,1.42,5.29,2,5.77,2.41
preoccupied,4.24,1.87,4.13,2.38,4.24,2.17
prep,5.29,1.52,3.19,1.91,6.45,1.57
preparation,5.62,0.97,3.77,2,6.57,1.83
prepare,5.32,1.91,4.15,2.46,7.26,2.08
preposterous,5,1.73,5.95,2.35,5.14,2.07
preppy,4.96,2.32,4.35,2.23,6.05,1.96
prerogative,5.32,1.64,4.55,2.13,6.32,1.92
preschool,6.05,1.64,3.35,2.57,4.54,2.59
prescribe,5.21,2.1,3.23,2.33,5.71,1.7
prescription,4.55,1.44,3.14,1.82,5,2.07
presence,5.75,1.25,3.6,2.23,5.59,1.62
present,6.85,1.5,4.82,2.92,6.65,2.03
presentable,6.82,1.47,4.31,2.4,6.08,1.86
presentation,4.9,1.64,4.65,2.21,4.62,2.22
presenter,5.71,1.52,5.28,2.08,5.57,2.42
preservation,6.68,1.49,4.6,2.19,6,2.59
preserve,4.9,2,3,1.87,6,2.41
presidency,5.65,2.01,4.58,2.96,4.96,2.62
president,5.23,1.57,4.71,2.69,4.38,2.73
President,5.19,2.11,3.83,2.79,4.52,2.54
presidential,4.95,1.35,4.06,2.24,5.18,2.81
press,5.39,1.88,2.8,2.35,4.78,1.73
pressure,3.56,1.4,4.48,2.52,4.4,2.24
prestige,6.23,1.91,3.91,2.09,6.79,2
prestigious,6.47,1.65,5.23,2.27,6.27,2.29
presume,4,1.56,3.4,2.37,5.73,2.07
presumption,4.42,1.54,4.5,2.52,5.69,1.64
presumptuous,4.1,1.25,3.47,1.87,4.81,1.89
pretend,4.62,1.91,4.3,2.18,5.58,2.85
pretender,3.6,1.64,5.55,2.09,4.77,2.2
pretense,4.6,1.39,4.61,2.15,4.86,2.13
pretentious,3.76,2.02,4.09,2.11,5.29,1.87
pretext,4.61,1.56,3.11,1.88,4.92,2.22
pretty,7.7,1.45,5.5,2.33,6.7,1.56
pretzel,6.81,1.75,5.7,2.27,5.69,2.12
prevail,5.73,2.53,4.55,2.84,6.58,2.12
prevailing,5.09,2,4.36,2.38,5.65,2.41
prevent,5.42,1.98,4.18,2.11,6.21,1.96
prevention,5.74,1.66,3.14,2.13,5.16,1.86
preview,5.74,1.33,3.7,2.49,5.48,2.06
previous,4.74,1.52,3.59,2.09,5.12,2.19
prey,3.74,1.24,4.56,2.68,3.24,2.14
price,4.94,1.89,3.4,2.33,4.61,1.69
priceless,6.95,1.39,5.23,2.33,6.76,1.76
pricey,4.05,2.27,4.45,2.35,3.54,2.25
prick,2.81,1.21,4.26,2.61,4.58,2.54
prickly,3.59,1.37,5.21,2.02,4.76,2.02
pride,6.5,2.28,5.54,2.38,5.83,2.94
priest,4.5,2.41,3.76,2.45,5.82,2.04
priestess,5.42,1.68,3.35,2.11,5.3,2.13
priesthood,5,2.39,2.55,1.71,4.96,2.39
prig,3.86,1.62,3.29,1.68,4.55,1.7
prima,4.6,1.43,3.65,2.29,6.24,2
primal,4.79,1.03,5.38,2.09,4.52,2.52
primary,5.32,2.11,3.25,2.27,6.35,2.3
primate,5.84,1.57,2.95,1.91,4.18,1.94
prime,6,1.54,4.71,2.11,6.33,2.24
primer,5.35,1.57,4.55,1.64,5.69,1.64
primitive,4.1,2.07,3.62,2.33,3.38,1.97
primordial,4.91,1.72,4.88,2.39,5.58,2.34
primrose,5.33,2.39,3.62,2.14,5.59,2.34
prince,5.44,2.2,5.15,3.28,4.39,2.57
princess,7.64,1.94,5.42,2.83,5.74,2.98
principal,5.3,2.23,4.3,1.89,5.26,1.56
principle,5,2.03,3.27,1.86,5.48,2.06
principles,5.45,2.13,3.39,2.27,6.63,2.56
print,5.65,1.63,2.74,1.76,6.67,1.65
printer,5.65,1.5,3.68,2.61,6.11,2.08
printing,5.35,0.59,2.74,1.63,5.09,1.41
printout,5.24,1.73,3.35,2.5,5.72,1.81
prior,4.32,1.89,3,1.72,5.17,2.01
prioritize,5.95,1.47,4.38,3.2,6.55,2.58
priority,6.17,1.98,4.85,2.56,5.92,2.04
prison,1.94,1.55,5.1,2.34,3.54,2.65
prisoner,2.67,1.68,5,2.32,2.41,2
prissy,3.95,1.93,4.09,2.22,5.7,2.37
pristine,5.81,1.86,3.48,2.29,6.18,2.56
privacy,6.36,1.85,3.95,2.38,6.9,1.89
private,5.44,1.89,3.62,2.48,4.33,2.11
privilege,5.81,1.78,3.71,2.54,6,2.69
privileged,5.58,1.5,4.67,2.33,6.27,2.27
privy,4.42,1.74,3.24,1.51,4.61,1.75
prize,8,0.86,5.5,2.84,6.16,2.41
prized,6.2,1.88,4.48,1.94,6.38,1.83
pro,6.36,1.71,3.81,2.46,6.32,2.42
proactive,6.06,1.98,3.4,2.26,7.32,1.34
probability,5,1.34,3.81,1.9,5.12,2.03
probable,5.45,1.61,3.35,1.53,5.38,1.99
probate,4.05,1.47,4.43,2.23,4.76,1.76
probation,3.6,2.06,4.3,2.67,3.67,2.5
probe,3.63,1.3,4.48,2.4,4.18,2.33
probing,3.83,1.89,4.5,2.4,4.44,2.35
problem,3.52,1.94,4.81,2.42,4.94,2.3
problematic,2.58,1.22,4.8,2.38,4.65,2.58
procedural,4.71,1.35,4.2,1.98,4.36,2.19
procedure,4.28,1.41,4.15,2.11,4.24,2.05
proceed,5.7,0.86,3.43,1.96,6.38,2.04
proceeds,5.79,1.44,3.65,2.32,5.92,2.06
process,5.62,1.66,3.9,2.34,6.11,2.73
processing,5.53,1.47,3.39,1.85,6,2.08
procession,5.14,1.82,4.14,1.9,5.08,2.4
processor,5.26,1.45,3.5,2.43,5.09,2.09
proclaim,5.38,1.43,4.84,2.24,6.1,2.1
proclamation,5.71,1.45,4.3,2.79,5.95,2.16
procreate,5.33,1.88,4.7,2.47,5.64,2.33
procreation,5.14,1.36,6.04,2.12,6.67,2.06
proctologist,3.1,1.59,4.68,2.32,3.89,2.47
procure,5.42,1.89,4.25,2.55,5.42,1.69
prod,4.65,1.66,4.23,2.29,5.3,1.66
prodigal,5.53,2.41,3.57,2.25,5.87,1.98
prodigious,5.19,1.72,3.45,2.28,5.67,1.88
prodigy,5.8,1.79,5.35,2.3,5.96,1.71
produce,6.57,2.09,3.23,1.93,6.57,1.72
producer,6.15,1.39,3.89,2.05,5.81,2.2
product,5.5,1.19,3.45,1.97,6.04,2.12
production,6.06,1.86,4.78,2.21,6.05,1.84
productive,7.37,1.07,4.6,2.56,6.43,2.63
productivity,6.55,1.88,5.1,2.47,6.58,2.02
profane,2.47,1.39,4.55,2.34,3.91,1.9
profanity,3.43,2.04,5.52,1.6,5.48,2.22
profession,5.52,1.47,3.33,1.93,6.48,2.26
professional,6.29,1.85,4.4,2.66,6.74,2.64
professionalism,6.16,2.22,3.73,2.16,6.61,2.35
professor,5.72,2.16,3.85,2.43,4.44,2.45
proficiency,6.79,1.47,3.86,1.93,6.86,1.86
proficient,6.44,1.76,3.43,2.2,6.43,2.11
profile,5.94,1.2,2.6,1.67,5.32,1.91
profiler,4.43,1.66,4.43,2.11,4.77,1.84
profit,6.95,1.83,5.24,1.84,5.65,2.35
profitable,6.5,1.25,5.61,2.59,5.76,1.99
profound,6.65,1.35,4.14,2.73,5.4,2.6
prognosis,3.83,1.15,4.67,2.33,5.14,2.46
program,5.5,1.65,3.9,2.13,6.53,2.25
programmer,5.05,1.53,3.59,2.04,5.8,2.35
programming,5.11,1.63,3.5,2.12,6.24,2.41
progress,6.58,2.04,3.82,1.79,6.55,2.11
progression,6.21,1.23,2.95,1.53,6.18,1.97
progressive,6.26,1.88,4.38,1.88,6.61,1.8
prohibit,4.29,1.98,4.56,2.36,2.95,2.04
prohibition,2.84,1.37,4.04,2.44,4.14,2.1
project,5,1.98,4.55,2.52,7.63,1.61
projectile,3.85,1.9,3.67,2.48,4.12,2.54
projecting,5.4,1.23,3.75,2.55,4.92,1.98
projection,5.2,0.89,3.6,1.9,5.05,1.81
projector,5.42,1.5,3.78,2.32,5.24,2.19
prologue,5.89,1.29,3.2,2.38,5.92,2.43
prolong,3.89,1.59,3.29,1.79,4.45,2.09
prolonged,4.74,1.56,3.36,2.08,5,2.02
prom,5.9,2.28,4.27,2.68,5.09,1.93
promenade,6.19,1.78,3.32,1.73,5.77,1.27
prominent,5.21,1.58,4.05,2.6,5.55,1.76
promiscuity,3.95,2.37,6,2.99,5.41,2.48
promiscuous,3.32,1.67,5.81,1.91,4.9,2.02
promise,6.64,1.59,3.9,2.32,6.47,1.96
promising,6.95,1.5,4.7,2.27,6.33,1.93
promo,6.15,2.08,4.09,2.73,6.24,1.51
promote,6.55,1.67,4.7,2.36,6.08,1.57
promoter,5.3,1.58,4.36,2.46,5.25,2.43
promotion,7.1,2.2,5.21,2.99,6,2.29
promotional,5.45,1.85,4.77,2.09,6.53,1.58
prompt,6.33,1.71,2.9,2,5.92,2.22
prone,4.7,1.17,3.68,2.21,5.4,1.79
pronounce,5.61,1.42,2.75,2.02,5.84,1.77
pronto,5.7,1.53,4.05,2.77,5.81,2.43
pronunciation,6.2,1.79,4.2,2.04,6.38,1.6
proof,6.38,1.66,4.15,2.32,7.05,2.17
prop,5.16,1.46,3.15,2.23,5,2.13
propaganda,3.36,1.97,5,2.15,3.42,2.24
propane,4.26,1.45,3.64,2.22,5.6,2.16
propeller,4.95,1.58,3.53,2.53,4.91,1.93
proper,5.68,2.14,2.85,2.13,7.15,2.06
property,6,1.76,4.75,2.05,6.68,1.8
prophecy,5.62,1.43,4.38,2.93,4.7,2.85
prophet,5.32,2.93,3.05,2.32,4.68,1.98
prophetic,5.25,1.74,4.05,2.48,4.74,2.77
proportion,5.2,1.44,3.73,1.91,5.68,1.63
proposal,5.45,1.82,4.73,2.41,6.63,1.67
propose,6.26,2,4.77,2.18,5.77,2.29
proposition,5.84,1.3,4.86,2.46,6.18,1.92
proprietary,4.55,1.99,3.39,2.17,5.44,2.36
proprietor,5.48,1.69,4,2.02,5.5,2.15
propriety,5.14,1.49,4.14,2.06,5.58,2.19
propulsion,4.85,1.42,5,2.43,5.21,2.13
prose,6.43,1.94,3.4,2.6,5,2.49
prosecute,3.15,1.42,4.62,2.78,5.12,2.7
prosecution,3.37,1.21,4.56,2.53,2.88,2.03
prosecutor,3.55,1.7,6.17,2.71,5.12,2.2
prospect,5.78,1.8,3.68,2.21,5.52,1.78
prospective,5.76,1.34,4.78,1.95,5.75,1.74
prospector,4.84,1.26,3.74,2.09,4.86,2.03
prospectus,5.74,1.37,3.87,2.44,5.16,2.17
prosper,7.67,1.91,6,2.6,5.11,2.18
prosperity,7.1,1.45,5.3,2.47,6.55,2.04
